frame_idx,filename,img_w,img_h,b_nose_x,b_nose_y,w_nose_x,w_nose_y,b_neck_x,b_neck_y,w_neck_x,w_neck_y,b_tail_x,b_tail_y,w_tail_x,w_tail_y,keypoints_per_mouse,nose_dist,neck_dist,tail_dist,b_body_len,w_body_len,min_pairwise_dist,b_orientation,w_orientation,b_facing_toward_w,w_facing_toward_b,b_nose_speed,w_nose_speed,nose_approach_velocity,relative_dist_change,nose_dist_roll5_mean,nose_dist_roll5_min,nose_dist_roll5_std,approach_in_window,is_close_interaction
148,frame_000148.jpg,1035,573,375.8058984375,331.7021484375,,,446.63953125,345.059296875,,,569.35875,389.679609375,,,7,,,,202.04972735624887,,,-2.8505548975787764,,,,402.6046929770172,0.0,0.0,0.0,,,0.0,0,0
149,frame_000149.jpg,1035,573,0.0,0.0,0.0,0.0,78.41953124999999,292.68609375,652.716796875,435.3263671875,0.0,0.0,497.36953125,414.2319140625,7,0.0,591.7462267819513,647.2746938076036,0.0,647.2746938076036,0.0,0.0,-2.447142421569516,0.7684056491135407,1.0,501.25481402024445,0.0,0.0,0.0,0.0,0.0,0.0,1,1
150,frame_000150.jpg,1035,573,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,7,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
151,frame_000151.jpg,1035,573,,,,,,,,,,,588.9012890624999,294.863671875,7,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
152,frame_000152.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
153,frame_000153.jpg,1035,573,,,,,,,,,0.0,0.0,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
154,frame_000154.jpg,1035,573,577.0426171875,482.4359765625,,,614.740546875,451.2641015625,,,740.5480078124999,452.548828125,,,7,,,,166.2144831389821,,,2.9607986062804548,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
155,frame_000155.jpg,1035,573,,,,,,,,,,,805.63265625,258.5061328125,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
156,frame_000156.jpg,1035,573,,,,,,,,,553.4855859375,226.5928125,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
157,frame_000157.jpg,1035,573,,,,,,,0.0,0.0,,,0.0,0.0,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
158,frame_000158.jpg,1035,573,0.0,0.0,,,0.0,0.0,,,598.0391015625,389.2632421875,,,7,,,,713.566141794863,,,-2.5645854846421923,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
159,frame_000159.jpg,1035,573,,,0.0,0.0,,,,,,,0.0,0.0,7,,,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0,0
160,frame_000160.jpg,1035,573,,,787.3236328125,419.16375,0.0,0.0,823.1980078125,379.8226171875,119.490703125,167.1769921875,899.028046875,347.9560546875,7,,906.5981362178234,800.2246807860806,,132.4704193122535,800.2246807860806,,2.57407965432441,,,0.0,891.951092885218,0.0,0.0,,,0.0,0,0
161,frame_000161.jpg,1035,573,0.0,0.0,0.0,0.0,222.9390234375,383.2960546875,0.0,0.0,314.248125,495.7775390625,0.0,0.0,7,0.0,443.4159150394459,586.9814752655184,586.9814752655184,0.0,0.0,-2.1357337156916087,0.0,1.0,0.5353629343376659,0.0,891.951092885218,0.0,0.0,0.0,0.0,0.0,0,1
162,frame_000162.jpg,1035,573,0.0,0.0,,,,,,,0.0,0.0,,,7,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
163,frame_000163.jpg,1035,573,,,,,,,,,0.0,0.0,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
164,frame_000164.jpg,1035,573,344.1352734375,240.3017578125,,,408.997265625,218.9401171875,,,562.1958984375,222.8366015625,,,7,,,,218.75892635096636,,,3.0616701387149003,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
165,frame_000165.jpg,1035,573,218.8376953125,297.838359375,,,183.428671875,237.988359375,,,102.7603125,174.264140625,,,7,,,,169.5421668502338,,,0.8166701929233922,,,,137.87655204331287,0.0,0.0,0.0,0.0,0.0,0.0,0,0
166,frame_000166.jpg,1035,573,0.0,0.0,,,237.6343359375,311.30015625000004,0.0,0.0,,,0.0,0.0,7,,391.6348616986632,,,,391.6348616986632,,,,,369.5911595329063,0.0,0.0,0.0,,,0.0,0,0
167,frame_000167.jpg,1035,573,796.97578125,397.5660937500001,,,753.277265625,405.3701953125,,,665.9336718750001,316.71515625,0.0,0.0,7,,,737.4117883078505,153.97697400611025,,737.4117883078505,0.5528145143308422,,,,890.6341531732778,0.0,0.0,0.0,,,0.0,0,0
168,frame_000168.jpg,1035,573,0.0,0.0,,,0.0,0.0,,,631.1926171875,351.863671875,,,7,,,,722.6424866954361,,,-2.633041208619135,,,,890.6341531732778,0.0,0.0,0.0,,,0.0,0,0
169,frame_000169.jpg,1035,573,,,747.59953125,501.800390625,,,809.6649609375,486.998203125,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
170,frame_000170.jpg,1035,573,578.5878515625001,77.6023828125,,,545.8039453125,81.7771875,,,434.7162890625,173.36238281250002,,,7,,,,172.82651444784574,,,-0.5872593855498894,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
171,frame_000171.jpg,1035,573,,,,,,,,,,,0.0,0.0,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
172,frame_000172.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
173,frame_000173.jpg,1035,573,0.0,0.0,,,0.0,0.0,,,154.37648437500002,504.63703125,,,7,,,,527.7221164938969,,,-1.8676716636259203,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
174,frame_000174.jpg,1035,573,0.0,0.0,,,,,,,0.0,0.0,,,7,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
175,frame_000175.jpg,1035,573,,,,,,,,,163.63007812499998,410.60484375,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
176,frame_000176.jpg,1035,573,0.0,0.0,,,96.8844140625,119.5285546875,,,152.87578125,215.86078125,,,7,,,,264.51253538284004,,,-2.1870142709994296,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
177,frame_000177.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
178,frame_000178.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
179,frame_000179.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
180,frame_000180.jpg,1035,573,,,0.0,0.0,,,0.0,0.0,,,510.181171875,234.2165625,7,,,,,561.3752989623472,,,-2.711209311428232,,,0.0,0.0,0.0,0.0,,,0.0,0,0
181,frame_000181.jpg,1035,573,,,0.0,0.0,,,153.9155859375,224.459765625,,,135.4440234375,364.5973828125,7,,,,,388.9425857869805,,,-1.9264855688140297,,,0.0,0.0,0.0,0.0,,,0.0,0,0
182,frame_000182.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
183,frame_000183.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
184,frame_000184.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
185,frame_000185.jpg,1035,573,,,,,,,,,628.5675,165.73640625000002,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
186,frame_000186.jpg,1035,573,123.7501171875,346.9362890625,,,173.3356640625,346.8516796875,,,333.72386718750005,318.1067578125,,,7,,,,211.94366600858174,,,3.0051451525124544,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
187,frame_000187.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
188,frame_000188.jpg,1035,573,,,,,,,,,0.0,0.0,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
189,frame_000189.jpg,1035,573,166.4333203125,189.1219921875,,,150.60914062499998,242.1230859375,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
190,frame_000190.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
191,frame_000191.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
192,frame_000192.jpg,1035,573,,,,,,,,,,,0.0,0.0,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
193,frame_000193.jpg,1035,573,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,7,,,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0,0
194,frame_000194.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
195,frame_000195.jpg,1035,573,781.0180078125001,350.3562890625,,,791.3893359374999,275.0784375,,,688.7492578125001,166.6426171875,,,7,,,,205.58267305480211,,,1.1053566050173098,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
196,frame_000196.jpg,1035,573,,,290.9315625,346.644609375,,,346.39078125000003,348.11636718750003,,,368.5428515625,203.98875,7,,,,,162.40137439062119,,,2.0690565110302472,,,0.0,0.0,0.0,0.0,,,0.0,0,0
197,frame_000197.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
198,frame_000198.jpg,1035,573,,,,,,,206.5604296875,188.5119140625,,,346.3930078125,147.06890625000003,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
199,frame_000199.jpg,1035,573,0.0,0.0,529.4520703124999,178.503515625,0.0,0.0,472.1559375000001,182.502421875,0.0,0.0,318.90832031250005,179.1514453125,7,558.7333888794162,506.1999242460873,365.7837573240477,0.0,210.5447469706675,365.7837573240477,0.0,-0.0030774014527352052,0.9214602449271159,-0.920260397153432,0.0,0.0,0.0,0.0,558.7333888794162,558.7333888794162,0.0,0,0
200,frame_000200.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,558.7333888794162,558.7333888794162,0.0,0,0
201,frame_000201.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,558.7333888794162,558.7333888794162,0.0,0,0
202,frame_000202.jpg,1035,573,,,,,,,,,,,0.0,0.0,7,,,,,,,,,,,0.0,0.0,0.0,0.0,558.7333888794162,558.7333888794162,0.0,0,0
203,frame_000203.jpg,1035,573,167.833828125,412.0899609375,,,155.2292578125,345.7161328125,,,0.0,0.0,,,7,,,,444.956548180339,,,1.1840344035854842,,,,0.0,0.0,0.0,0.0,558.7333888794162,558.7333888794162,0.0,0,0
204,frame_000204.jpg,1035,573,,,,,,,,,0.0,0.0,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
205,frame_000205.jpg,1035,573,,,,,,,,,308.2831640625,311.15097656250003,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
206,frame_000206.jpg,1035,573,,,0.0,0.0,,,0.0,0.0,0.0,0.0,126.1147265625,224.575546875,7,,,257.56377949964053,,257.56377949964053,257.56377949964053,,-2.0824784847255624,,,0.0,0.0,0.0,0.0,,,0.0,0,0
207,frame_000207.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
208,frame_000208.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
209,frame_000209.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
210,frame_000210.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
211,frame_000211.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
212,frame_000212.jpg,1035,573,,,0.0,0.0,,,0.0,0.0,,,562.1090624999999,224.2883203125,7,,,,,605.2039728663646,,,-2.761938200034056,,,0.0,0.0,0.0,0.0,,,0.0,0,0
213,frame_000213.jpg,1035,573,,,,,,,,,130.850625,417.440390625,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
214,frame_000214.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
215,frame_000215.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
216,frame_000216.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
217,frame_000217.jpg,1035,573,,,,,,,,,,,751.9079296875,247.35328125,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
218,frame_000218.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
219,frame_000219.jpg,1035,573,895.58578125,156.9837890625,0.0,0.0,895.9086328125,219.623671875,0.0,0.0,665.78671875,123.1311328125,0.0,0.0,7,909.2402331648068,922.4352744750282,677.0769754847532,232.27916708361852,0.0,677.0769754847532,0.14626218155739837,0.0,-0.9995116822668063,0.9842856100462414,0.0,0.0,0.0,0.0,909.2402331648068,909.2402331648068,0.0,0,0
220,frame_000220.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,909.2402331648068,909.2402331648068,0.0,0,0
221,frame_000221.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,909.2402331648068,909.2402331648068,0.0,0,0
222,frame_000222.jpg,1035,573,0.0,0.0,,,756.7173046874999,330.444140625,,,0.0,0.0,,,7,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,909.2402331648068,909.2402331648068,0.0,0,0
223,frame_000223.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,909.2402331648068,909.2402331648068,0.0,0,0
224,frame_000224.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
225,frame_000225.jpg,1035,573,539.9837109375001,466.9034765625,,,601.171875,457.438359375,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
226,frame_000226.jpg,1035,573,,,,,,,,,,,277.0311328125,428.0944921875,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
227,frame_000227.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
228,frame_000228.jpg,1035,573,772.4412890625,134.9630859375,0.0,0.0,718.9815234375,116.836640625,,,546.0867187499999,119.7512109375,770.6333203124999,333.1115625,7,784.1432137143761,,309.7479877128207,226.86514197287374,839.5469179545951,309.7479877128207,0.06710284732470818,-2.7335914468959546,-0.9781919006745134,-0.8524593406415933,0.0,0.0,0.0,0.0,784.1432137143761,784.1432137143761,0.0,1,0
229,frame_000229.jpg,1035,573,,,,,,,,,,,0.0,0.0,7,,,,,,,,,,,0.0,0.0,0.0,0.0,784.1432137143761,784.1432137143761,0.0,0,0
230,frame_000230.jpg,1035,573,,,,,,,0.0,0.0,,,344.7075,322.45523437500003,7,,,,,,,,,,,0.0,0.0,0.0,0.0,784.1432137143761,784.1432137143761,0.0,0,0
231,frame_000231.jpg,1035,573,0.0,0.0,,,421.7087109375,166.8207421875,,,0.0,0.0,,,7,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,784.1432137143761,784.1432137143761,0.0,0,0
232,frame_000232.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,784.1432137143761,784.1432137143761,0.0,0,0
233,frame_000233.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
234,frame_000234.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
235,frame_000235.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
236,frame_000236.jpg,1035,573,0.0,0.0,832.4516015625,119.0119921875,0.0,0.0,865.1019140625,135.2302734375,289.61343750000003,219.873046875,898.9879687499999,248.2105078125,7,840.9158835629214,875.6075311282916,610.0330573243891,363.6208188795883,145.32496206162654,610.0330573243891,-2.4922327295768865,-2.0463664873002956,-0.8538196806201772,0.5458581757325471,0.0,0.0,0.0,0.0,840.9158835629214,840.9158835629214,0.0,0,0
237,frame_000237.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,840.9158835629214,840.9158835629214,0.0,0,0
238,frame_000238.jpg,1035,573,,,,,,,,,,,0.0,0.0,7,,,,,,,,,,,0.0,0.0,0.0,0.0,840.9158835629214,840.9158835629214,0.0,0,0
239,frame_000239.jpg,1035,573,,,,,0.0,0.0,,,0.0,0.0,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,840.9158835629214,840.9158835629214,0.0,0,0
240,frame_000240.jpg,1035,573,23.6216015625,293.9975390625,460.5844921875,274.717734375,0.0,0.0,469.2703125,203.12484375,0.0,0.0,575.1812109374999,92.3155078125,7,437.3880184140209,511.345605576414,582.5423404339024,294.9449661126355,215.4135097973759,437.3880184140209,1.4906222964252087,2.1317392132301665,0.15162153462030914,0.46966240802130405,0.0,0.0,0.0,0.0,639.1519509884712,437.3880184140209,285.33728984451824,0,0
241,frame_000241.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,437.3880184140209,437.3880184140209,0.0,1,0
242,frame_000242.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,437.3880184140209,437.3880184140209,0.0,1,0
243,frame_000243.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,437.3880184140209,437.3880184140209,0.0,1,0
244,frame_000244.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,437.3880184140209,437.3880184140209,0.0,1,0
245,frame_000245.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
246,frame_000246.jpg,1035,573,0.0,0.0,,,0.0,0.0,,,310.74351562500004,346.56222656250003,,,7,,,,465.474928844661,,,-2.301755106839363,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
247,frame_000247.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
248,frame_000248.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
249,frame_000249.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
250,frame_000250.jpg,1035,573,0.0,0.0,,,0.0,0.0,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
251,frame_000251.jpg,1035,573,24.51,292.8664453125,752.7629296875001,338.5243359375,63.8333203125,292.46789062500005,813.1339453125,375.3004687500001,80.47242187500001,256.21500000000003,0.0,0.0,7,729.6827890081768,753.8651488324851,268.55527719154577,66.89634598100747,825.3791579229716,268.55527719154577,2.561759802914887,0.42261198304557956,-0.9649453558264097,-0.7405663221292054,293.8902769571997,0.0,0.0,0.0,729.6827890081768,729.6827890081768,0.0,0,0
252,frame_000252.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,729.6827890081768,729.6827890081768,0.0,0,0
253,frame_000253.jpg,1035,573,692.5789453125,295.95023437500004,,,641.81109375,334.0578515625,,,631.1569921875,500.972109375,,,7,,,,214.02482462136328,,,-1.279718185052436,,,,0.0,0.0,0.0,0.0,729.6827890081768,729.6827890081768,0.0,0,0
254,frame_000254.jpg,1035,573,,,,,,,,,518.383828125,325.741640625,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,729.6827890081768,729.6827890081768,0.0,0,0
255,frame_000255.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,729.6827890081768,729.6827890081768,0.0,0,0
256,frame_000256.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
257,frame_000257.jpg,1035,573,,,,,,,,,0.0,0.0,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
258,frame_000258.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
259,frame_000259.jpg,1035,573,,,,,,,,,757.3184765625,383.4608203125,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
260,frame_000260.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
261,frame_000261.jpg,1035,573,885.561796875,486.5996484375,,,853.69078125,455.603671875,,,764.4078515625,347.1478125,,,7,,,,184.72978376841039,,,0.8554960350916977,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
262,frame_000262.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
263,frame_000263.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
264,frame_000264.jpg,1035,573,,,,,,,,,0.0,0.0,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
265,frame_000265.jpg,1035,573,,,472.3630078125,544.4279296875,,,451.4867578125,451.515703125,,,293.028984375,366.3519140625,7,,,,,252.72862778711286,,,0.7818783892447071,,,0.0,0.0,0.0,0.0,,,0.0,0,0
266,frame_000266.jpg,1035,573,,,,,,,,,,,0.0,0.0,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
267,frame_000267.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
268,frame_000268.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
269,frame_000269.jpg,1035,573,881.6408203125,169.69523437499998,269.6656640625,412.8425390625,844.3125,147.4006640625,321.25734375,454.107421875,0.0,0.0,392.2490625,471.64828125,7,658.5090763565889,606.3462144415247,613.4422778372942,897.8234841052466,135.95883526534635,606.3462144415247,0.19015117419848487,-2.6943000441692355,-0.10786777858260405,0.14851195628201988,0.0,0.0,0.0,0.0,658.5090763565889,658.5090763565889,0.0,0,0
270,frame_000270.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,658.5090763565889,658.5090763565889,0.0,0,0
271,frame_000271.jpg,1035,573,,,,,,,0.0,0.0,,,598.7026171875001,133.7473828125,7,,,,,,,,,,,0.0,0.0,0.0,0.0,658.5090763565889,658.5090763565889,0.0,0,0
272,frame_000272.jpg,1035,573,,,,,,,,,0.0,0.0,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,658.5090763565889,658.5090763565889,0.0,0,0
273,frame_000273.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,658.5090763565889,658.5090763565889,0.0,0,0
274,frame_000274.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
275,frame_000275.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
276,frame_000276.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
277,frame_000277.jpg,1035,573,0.0,0.0,,,0.0,0.0,,,616.272421875,319.4516015625,,,7,,,,694.1476958864909,,,-2.6633643555970425,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
278,frame_000278.jpg,1035,573,351.3626953125,143.5665234375,283.2209765625,543.027421875,281.295,167.45753906250002,293.52328125,492.3753515625,130.436484375,248.194921875,0.0,0.0,7,405.23117256042724,325.1478367483232,280.3825880839375,244.44936579749395,612.4482855500743,280.3825880839375,-0.44229710513910864,1.0900504464996805,-0.9783055198295683,-0.16940885578330653,379.5617081703513,0.0,0.0,0.0,405.23117256042724,405.23117256042724,0.0,1,0
279,frame_000279.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,405.23117256042724,405.23117256042724,0.0,0,0
280,frame_000280.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,405.23117256042724,405.23117256042724,0.0,0,0
281,frame_000281.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,405.23117256042724,405.23117256042724,0.0,0,0
282,frame_000282.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,405.23117256042724,405.23117256042724,0.0,0,0
283,frame_000283.jpg,1035,573,,,,,,,,,,,0.0,0.0,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
284,frame_000284.jpg,1035,573,739.7887499999999,296.95664062500003,,,754.381640625,360.33796875,,,804.7487109374999,466.852265625,,,7,,,,181.8909561224585,,,-1.9359971040001394,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
285,frame_000285.jpg,1035,573,,,442.0505859375,158.874140625,,,367.2870703125,168.982734375,,,220.478671875,206.90109375,7,,,,,226.7172276819537,,,-0.2134535859782991,,,0.0,0.0,0.0,0.0,,,0.0,0,0
286,frame_000286.jpg,1035,573,,,,,,,413.414765625,313.07695312500005,,,552.2609765625,407.723671875,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
287,frame_000287.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
288,frame_000288.jpg,1035,573,,,,,,,,,,,296.01480468750003,117.727265625,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
289,frame_000289.jpg,1035,573,,,,,,,,,0.0,0.0,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
290,frame_000290.jpg,1035,573,,,0.0,0.0,,,705.076640625,384.139921875,,,532.59375,426.1573828125,7,,,,,682.104257034555,,,-2.466757400022854,,,0.0,0.0,0.0,0.0,,,0.0,0,0
291,frame_000291.jpg,1035,573,284.7172265625,481.8748828125,167.1680859375,247.3287890625,347.250234375,468.0590625,116.266640625,253.5676171875,518.8091015625,408.2335546875,44.1015234375,368.0619140625,7,262.354093840862,315.214213978225,476.40428780585836,245.40181570035205,172.4003082300958,262.354093840862,2.836811217660488,-0.775827329754466,0.7390802465030797,0.352890019458601,0.0,298.5242014563141,0.0,0.0,262.354093840862,262.354093840862,0.0,0,1
292,frame_000292.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,262.354093840862,262.354093840862,0.0,0,0
